sci_data_set_name,sci_actual_duration,location,exp_time,new_exp_time,combined_sigma,noisy_sigma,sigma,exp_ratio
IBOE3C040,2108.803344,./test/originals/iboe3c040_drz.fits,2108.803344,1054.401672,0.016729156493380054,0.011829300000000001,0.0118293,2
IBOE3C040,2108.803344,./test/originals/iboe3c040_drz.fits,2108.803344,702.934448,0.02048894861797452,0.01672915649338005,0.0118293,3
IBOE3C040,2108.803344,./test/originals/iboe3c040_drz.fits,2108.803344,421.76066879999996,0.026451118926238262,0.0236586,0.0118293,5
IBOE3C040,2108.803344,./test/originals/iboe3c040_drz.fits,2108.803344,263.600418,0.03345831298676011,0.03129738598397636,0.0118293,8
IBOE3C040,2108.803344,./test/originals/iboe3c040_drz.fits,2108.803344,175.733612,0.04097789723594904,0.03923334963255112,0.0118293,12
IBOE3C040,2108.803344,./test/originals/iboe3c040_drz.fits,2108.803344,117.15574133333332,0.050187469480140155,0.04877345337711899,0.0118293,18
IBOE3C040,2108.803344,./test/originals/iboe3c040_drz.fits,2108.803344,78.10382755555555,0.061466845853923556,0.060317831532143124,0.0118293,27
IBEOFI040,1805.870118,./eval/originals/ibeofi040_drz.fits,1805.870118,902.935059,0.015709509929122616,0.011108301000000003,0.011108301,2
IBEOFI040,1805.870118,./eval/originals/ibeofi040_drz.fits,1805.870118,601.956706,0.019240141717768163,0.01570950992912261,0.011108301,3
IBEOFI040,1805.870118,./eval/originals/ibeofi040_drz.fits,1805.870118,361.1740236,0.02483891615052889,0.022216602,0.011108301,5
IBEOFI040,1805.870118,./eval/originals/ibeofi040_drz.fits,1805.870118,225.73376475,0.03141901985824523,0.029389801934450104,0.011108301,8
IBEOFI040,1805.870118,./eval/originals/ibeofi040_drz.fits,1805.870118,150.4891765,0.038480283435536326,0.03684206647532967,0.011108301,12
IBEOFI040,1805.870118,./eval/originals/ibeofi040_drz.fits,1805.870118,100.32611766666668,0.04712852978736783,0.045800698344154275,0.011108301,18
IBEOFI040,1805.870118,./eval/originals/ibeofi040_drz.fits,1805.870118,66.88407844444444,0.0577204251533045,0.056641443561862244,0.011108301,27
IBEOFJ040,1805.870118,./training/originals/ibeofj040_drz.fits,1805.870118,902.935059,0.015676896750160728,0.01108524,0.01108524,2
IBEOFJ040,1805.870118,./training/originals/ibeofj040_drz.fits,1805.870118,601.956706,0.01920019889409482,0.015676896750160728,0.01108524,3
IBEOFJ040,1805.870118,./training/originals/ibeofj040_drz.fits,1805.870118,361.1740236,0.02478735018689977,0.02217048,0.01108524,5
IBEOFJ040,1805.870118,./training/originals/ibeofj040_drz.fits,1805.870118,225.73376475,0.031353793500321456,0.029328788263465643,0.01108524,8
IBEOFJ040,1805.870118,./training/originals/ibeofj040_drz.fits,1805.870118,150.4891765,0.03840039778818964,0.036765581791039295,0.01108524,12
IBEOFJ040,1805.870118,./training/originals/ibeofj040_drz.fits,1805.870118,100.32611766666668,0.04703069025048218,0.04570561540532191,0.01108524,18
IBEOFJ040,1805.870118,./training/originals/ibeofj040_drz.fits,1805.870118,66.88407844444444,0.05760059668228446,0.05652385507285928,0.01108524,27
IBEOFK040,1805.870118,./training/originals/ibeofk040_drz.fits,1805.870118,902.935059,0.01615985492435183,0.011426743000000001,0.011426743,2
IBEOFK040,1805.870118,./training/originals/ibeofk040_drz.fits,1805.870118,601.956706,0.019791699441032012,0.016159854924351822,0.011426743,3
IBEOFK040,1805.870118,./training/originals/ibeofk040_drz.fits,1805.870118,361.1740236,0.02555097410941988,0.022853486,0.011426743,5
IBEOFK040,1805.870118,./training/originals/ibeofk040_drz.fits,1805.870118,225.73376475,0.03231970984870366,0.030232320273448136,0.011426743,8
IBEOFK040,1805.870118,./training/originals/ibeofk040_drz.fits,1805.870118,150.4891765,0.039583398882064025,0.03789821910682003,0.011426743,12
IBEOFK040,1805.870118,./training/originals/ibeofk040_drz.fits,1805.870118,100.32611766666668,0.04847956477305548,0.047113668345787216,0.011426743,18
IBEOFK040,1805.870118,./training/originals/ibeofk040_drz.fits,1805.870118,66.88407844444444,0.059375098323096044,0.05826518553380976,0.011426743,27
IBEOFB040,1805.870118,./test/originals/ibeofb040_drz.fits,1805.870118,902.935059,0.015768733657580896,0.011150178500000005,0.0111501785,2
IBEOFB040,1805.870118,./test/originals/ibeofb040_drz.fits,1805.870118,601.956706,0.019312675675462132,0.015768733657580893,0.0111501785,3
IBEOFB040,1805.870118,./test/originals/ibeofb040_drz.fits,1805.870118,361.1740236,0.02493255708725664,0.022300357000000003,0.0111501785,5
IBEOFB040,1805.870118,./test/originals/ibeofb040_drz.fits,1805.870118,225.73376475,0.03153746731516179,0.029500599384979218,0.0111501785,8
IBEOFB040,1805.870118,./test/originals/ibeofb040_drz.fits,1805.870118,150.4891765,0.038625351350924264,0.03698095842998779,0.0111501785,12
IBEOFB040,1805.870118,./test/originals/ibeofb040_drz.fits,1805.870118,100.32611766666668,0.04730620097274268,0.04597336369999109,0.0111501785,18
IBEOFB040,1805.870118,./test/originals/ibeofb040_drz.fits,1805.870118,66.88407844444444,0.0579380270263864,0.05685497775154273,0.0111501785,27
IBEO0X040,1805.870118,./training/originals/ibeo0x040_drz.fits,1805.870118,902.935059,0.01619391908642871,0.011450830000000002,0.01145083,2
IBEO0X040,1805.870118,./training/originals/ibeo0x040_drz.fits,1805.870118,601.956706,0.019833419348833925,0.016193919086428706,0.01145083,3
IBEO0X040,1805.870118,./training/originals/ibeo0x040_drz.fits,1805.870118,361.1740236,0.02560483427879392,0.02290166,0.01145083,5
IBEO0X040,1805.870118,./training/originals/ibeo0x040_drz.fits,1805.870118,225.73376475,0.03238783817285742,0.030296048485277748,0.01145083,8
IBEO0X040,1805.870118,./training/originals/ibeo0x040_drz.fits,1805.870118,150.4891765,0.03966683869766785,0.03797810664814532,0.01145083,12
IBEO0X040,1805.870118,./training/originals/ibeo0x040_drz.fits,1805.870118,100.32611766666668,0.048581757259286124,0.04721298159099147,0.01145083,18
IBEO0X040,1805.870118,./training/originals/ibeo0x040_drz.fits,1805.870118,66.88407844444444,0.05950025804650178,0.05838800561683367,0.01145083,27
IBEOFR040,1805.870118,./test/originals/ibeofr040_drz.fits,1805.870118,902.935059,0.016209851616422404,0.011462096,0.011462096,2
IBEOFR040,1805.870118,./test/originals/ibeofr040_drz.fits,1805.870118,601.956706,0.019852932633231995,0.0162098516164224,0.011462096,3
IBEOFR040,1805.870118,./test/originals/ibeofr040_drz.fits,1805.870118,361.1740236,0.02563002582062843,0.022924192000000003,0.011462096,5
IBEOFR040,1805.870118,./test/originals/ibeofr040_drz.fits,1805.870118,225.73376475,0.03241970323284481,0.0303258555195482,0.011462096,8
IBEOFR040,1805.870118,./test/originals/ibeofr040_drz.fits,1805.870118,150.4891765,0.03970586526646399,0.03801547174303346,0.011462096,12
IBEOFR040,1805.870118,./test/originals/ibeofr040_drz.fits,1805.870118,100.32611766666668,0.048629554849267204,0.047259432498969675,0.011462096,18
IBEOFR040,1805.870118,./test/originals/ibeofr040_drz.fits,1805.870118,66.88407844444444,0.059558797899695995,0.058445451170673804,0.011462096,27
IBEOFS040,1805.870118,./eval/originals/ibeofs040_drz.fits,1805.870118,902.935059,0.015564089176930914,0.011005473000000002,0.011005473,2
IBEOFS040,1805.870118,./eval/originals/ibeofs040_drz.fits,1805.870118,601.956706,0.019062038397327473,0.01556408917693091,0.011005473,3
IBEOFS040,1805.870118,./eval/originals/ibeofs040_drz.fits,1805.870118,361.1740236,0.024608985752538545,0.022010946,0.011005473,5
IBEOFS040,1805.870118,./eval/originals/ibeofs040_drz.fits,1805.870118,225.73376475,0.031128178353861828,0.029117744618635956,0.011005473,8
IBEOFS040,1805.870118,./eval/originals/ibeofs040_drz.fits,1805.870118,150.4891765,0.038124076794654946,0.03650102458138701,0.011005473,12
IBEOFS040,1805.870118,./eval/originals/ibeofs040_drz.fits,1805.870118,100.32611766666668,0.04669226753079274,0.04537672763888327,0.011005473,18
IBEOFS040,1805.870118,./eval/originals/ibeofs040_drz.fits,1805.870118,66.88407844444444,0.057186115191982426,0.05611712158331853,0.011005473,27
IBEOFT040,1805.870118,./training/originals/ibeoft040_drz.fits,1805.870118,902.935059,0.015739764199862463,0.011129694000000002,0.011129694,2
IBEOFT040,1805.870118,./training/originals/ibeoft040_drz.fits,1805.870118,601.956706,0.019277195480694488,0.01573976419986246,0.011129694,3
IBEOFT040,1805.870118,./training/originals/ibeoft040_drz.fits,1805.870118,361.1740236,0.024886752352771546,0.022259388,0.011129694,5
IBEOFT040,1805.870118,./training/originals/ibeoft040_drz.fits,1805.870118,225.73376475,0.031479528399724926,0.02944640249224771,0.011129694,8
IBEOFT040,1805.870118,./training/originals/ibeoft040_drz.fits,1805.870118,150.4891765,0.038554390961388976,0.03691301902946975,0.011129694,12
IBEOFT040,1805.870118,./training/originals/ibeoft040_drz.fits,1805.870118,100.32611766666668,0.04721929259958738,0.04588890394280312,0.011129694,18
IBEOFT040,1805.870118,./training/originals/ibeoft040_drz.fits,1805.870118,66.88407844444444,0.05783158644208347,0.056750526886316544,0.011129694,27
IBEOFC040,1805.870118,./training/originals/ibeofc040_drz.fits,1805.870118,902.935059,0.015684052670786337,0.0110903,0.0110903,2
IBEOFC040,1805.870118,./training/originals/ibeofc040_drz.fits,1805.870118,601.956706,0.01920896307118112,0.015684052670786337,0.0110903,3
IBEOFC040,1805.870118,./training/originals/ibeofc040_drz.fits,1805.870118,361.1740236,0.02479866469086592,0.022180600000000005,0.0110903,5
IBEOFC040,1805.870118,./training/originals/ibeofc040_drz.fits,1805.870118,225.73376475,0.03136810534157267,0.02934217576509963,0.0110903,8
IBEOFC040,1805.870118,./training/originals/ibeofc040_drz.fits,1805.870118,150.4891765,0.03841792614236224,0.03678236391247849,0.0110903,12
IBEOFC040,1805.870118,./training/originals/ibeofc040_drz.fits,1805.870118,100.32611766666668,0.047052158012359006,0.04572647831978754,0.0110903,18
IBEOFC040,1805.870118,./training/originals/ibeofc040_drz.fits,1805.870118,66.88407844444444,0.057626889213543364,0.05654965611159807,0.0110903,27
IBEOFA040,1805.870118,./test/originals/ibeofa040_drz.fits,1805.870118,902.935059,0.0157769495312715,0.011155988,0.011155988,2
IBEOFA040,1805.870118,./test/originals/ibeofa040_drz.fits,1805.870118,601.956706,0.019322738024628704,0.015776949531271497,0.011155988,3
IBEOFA040,1805.870118,./test/originals/ibeofa040_drz.fits,1805.870118,361.1740236,0.024945547524171927,0.022311976000000004,0.011155988,5
IBEOFA040,1805.870118,./test/originals/ibeofa040_drz.fits,1805.870118,225.73376475,0.031553899062543,0.02951596987722084,0.011155988,8
IBEOFA040,1805.870118,./test/originals/ibeofa040_drz.fits,1805.870118,150.4891765,0.03864547604925741,0.037000226361707356,0.011155988,12
IBEOFA040,1805.870118,./test/originals/ibeofa040_drz.fits,1805.870118,100.32611766666668,0.0473308485938145,0.045997316882123114,0.011155988,18
IBEOFA040,1805.870118,./test/originals/ibeofa040_drz.fits,1805.870118,66.88407844444444,0.057968214073886117,0.056884600505406946,0.011155988,27
IBEOF9040,1805.870118,./training/originals/ibeof9040_drz.fits,1805.870118,902.935059,0.01560194060292783,0.011032238000000002,0.011032238,2
IBEOF9040,1805.870118,./training/originals/ibeof9040_drz.fits,1805.870118,601.956706,0.019108396737192054,0.015601940602927827,0.011032238,3
IBEOF9040,1805.870118,./training/originals/ibeof9040_drz.fits,1805.870118,361.1740236,0.024668834111956327,0.022064476,0.011032238,5
IBEOF9040,1805.870118,./training/originals/ibeof9040_drz.fits,1805.870118,225.73376475,0.03120388120585566,0.0291885581524766,0.011032238,8
IBEOF9040,1805.870118,./training/originals/ibeof9040_drz.fits,1805.870118,150.4891765,0.03821679347438411,0.03658979404390087,0.011032238,12
IBEOF9040,1805.870118,./training/originals/ibeof9040_drz.fits,1805.870118,100.32611766666668,0.04680582180878348,0.04548708256095292,0.011032238,18
IBEOF9040,1805.870118,./training/originals/ibeof9040_drz.fits,1805.870118,66.88407844444444,0.057325190211576164,0.056253596840599836,0.011032238,27
IBEO0V040,1805.870118,./test/originals/ibeo0v040_drz.fits,1805.870118,902.935059,0.016138679904682415,0.01141177,0.01141177,2
IBEO0V040,1805.870118,./test/originals/ibeo0v040_drz.fits,1805.870118,601.956706,0.019765765444290286,0.016138679904682415,0.01141177,3
IBEO0V040,1805.870118,./test/originals/ibeo0v040_drz.fits,1805.870118,361.1740236,0.025517493463592777,0.022823540000000003,0.01141177,5
IBEO0V040,1805.870118,./test/originals/ibeo0v040_drz.fits,1805.870118,225.73376475,0.03227735980936483,0.030192705439067564,0.01141177,8
IBEO0V040,1805.870118,./test/originals/ibeo0v040_drz.fits,1805.870118,150.4891765,0.03953153088858057,0.037848559283834037,0.01141177,12
IBEO0V040,1805.870118,./test/originals/ibeo0v040_drz.fits,1805.870118,100.32611766666668,0.04841603971404724,0.04705193308525485,0.01141177,18
IBEO0V040,1805.870118,./test/originals/ibeo0v040_drz.fits,1805.870118,66.88407844444444,0.05929729633287086,0.05818883791463274,0.01141177,27
IBEO0U040,1805.870118,./training/originals/ibeo0u040_drz.fits,1805.870118,902.935059,0.015549934313385121,0.010995464,0.010995464,2
IBEO0U040,1805.870118,./training/originals/ibeo0u040_drz.fits,1805.870118,601.956706,0.019044702300794518,0.015549934313385121,0.010995464,3
IBEO0U040,1805.870118,./training/originals/ibeo0u040_drz.fits,1805.870118,361.1740236,0.02458660494815175,0.021990928000000003,0.010995464,5
IBEO0U040,1805.870118,./training/originals/ibeo0u040_drz.fits,1805.870118,225.73376475,0.031099868626770243,0.02909126329376351,0.010995464,8
IBEO0U040,1805.870118,./training/originals/ibeo0u040_drz.fits,1805.870118,150.4891765,0.038089404601589036,0.03646782848386035,0.010995464,12
IBEO0U040,1805.870118,./training/originals/ibeo0u040_drz.fits,1805.870118,100.32611766666668,0.04664980294015536,0.04533545947467646,0.010995464,18
IBEO0U040,1805.870118,./training/originals/ibeo0u040_drz.fits,1805.870118,66.88407844444444,0.057134106902383554,0.05606608549700698,0.010995464,27
IBEW1P030,1805.870118,./test/originals/ibew1p030_drz.fits,1805.870118,902.935059,0.01870703032688107,0.013227868000000004,0.013227868,2
IBEW1P030,1805.870118,./test/originals/ibew1p030_drz.fits,1805.870118,601.956706,0.02291133945181451,0.018707030326881067,0.013227868,3
IBEW1P030,1805.870118,./test/originals/ibew1p030_drz.fits,1805.870118,361.1740236,0.02957841204539419,0.026455736,0.013227868,5
IBEW1P030,1805.870118,./test/originals/ibew1p030_drz.fits,1805.870118,225.73376475,0.03741406065376214,0.03499764910358935,0.013227868,8
IBEW1P030,1805.870118,./test/originals/ibew1p030_drz.fits,1805.870118,150.4891765,0.04582267890362902,0.043871874932348905,0.013227868,12
IBEW1P030,1805.870118,./test/originals/ibew1p030_drz.fits,1805.870118,100.32611766666668,0.0561210909806432,0.05453989696572782,0.013227868,18
IBEW1P030,1805.870118,./test/originals/ibew1p030_drz.fits,1805.870118,66.88407844444444,0.06873401835544353,0.06744915705522957,0.013227868,27
IBEW1Q030,1805.870118,./training/originals/ibew1q030_drz.fits,1805.870118,902.935059,0.018660395220448253,0.013194892,0.013194892,2
IBEW1Q030,1805.870118,./training/originals/ibew1q030_drz.fits,1805.870118,601.956706,0.02285422334438412,0.018660395220448253,0.013194892,3
IBEW1Q030,1805.870118,./training/originals/ibew1q030_drz.fits,1805.870118,361.1740236,0.029504675467768155,0.026389784,0.013194892,5
IBEW1Q030,1805.870118,./training/originals/ibew1q030_drz.fits,1805.870118,225.73376475,0.037320790440896506,0.03491040280835568,0.013194892,8
IBEW1Q030,1805.870118,./training/originals/ibew1q030_drz.fits,1805.870118,150.4891765,0.04570844668876824,0.04376250591326215,0.013194892,12
IBEW1Q030,1805.870118,./training/originals/ibew1q030_drz.fits,1805.870118,100.32611766666668,0.05598118566134475,0.054403933434617455,0.013194892,18
IBEW1Q030,1805.870118,./training/originals/ibew1q030_drz.fits,1805.870118,66.88407844444444,0.06856267003315236,0.06728101178774934,0.013194892,27
IBEW1W030,1805.870118,./training/originals/ibew1w030_drz.fits,1805.870118,902.935059,0.018682493721573896,0.013210518000000003,0.013210518,2
IBEW1W030,1805.870118,./training/originals/ibew1w030_drz.fits,1805.870118,601.956706,0.022881288370303187,0.018682493721573892,0.013210518,3
IBEW1W030,1805.870118,./training/originals/ibew1w030_drz.fits,1805.870118,361.1740236,0.029539616265984565,0.026421036,0.013210518,5
IBEW1W030,1805.870118,./training/originals/ibew1w030_drz.fits,1805.870118,225.73376475,0.03736498744314779,0.03495174531834238,0.013210518,8
IBEW1W030,1805.870118,./training/originals/ibew1w030_drz.fits,1805.870118,150.4891765,0.045762576740606374,0.043814331492236236,0.013210518,12
IBEW1W030,1805.870118,./training/originals/ibew1w030_drz.fits,1805.870118,100.32611766666668,0.05604748116472168,0.054468361083123355,0.013210518,18
IBEW1W030,1805.870118,./training/originals/ibew1w030_drz.fits,1805.870118,66.88407844444444,0.06864386511090957,0.06736068906666873,0.013210518,27
IBEW2A030,1805.870118,./training/originals/ibew2a030_drz.fits,1805.870118,902.935059,0.018755560479487465,0.013262184000000002,0.013262184,2
IBEW2A030,1805.870118,./training/originals/ibew2a030_drz.fits,1805.870118,601.956706,0.022970776507327043,0.01875556047948746,0.013262184,3
IBEW2A030,1805.870118,./training/originals/ibew2a030_drz.fits,1805.870118,361.1740236,0.029655144954110074,0.026524368000000003,0.013262184,5
IBEW2A030,1805.870118,./training/originals/ibew2a030_drz.fits,1805.870118,225.73376475,0.03751112095897493,0.03508844070557984,0.013262184,8
IBEW2A030,1805.870118,./training/originals/ibew2a030_drz.fits,1805.870118,150.4891765,0.045941553014654087,0.043985688228654736,0.013262184,12
